track_id	title	artist_id	artist_name	country	album	year	genres
7bceb1ae-fb8e-48dd-a8e2-7ff6207b75db	What Katie Did	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Babyshambles Sessions	2000s	[garage rock revival, indie rock, band]
43483231-f75d-410e-8482-2b6ad7a8d237	Albion	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	2005.03.01: 333, London		[indie rock, garage rock revival, post-punk revival]
a11e3dfc-2a53-412a-92b4-1cb6403a5a7d	I Just Don’t Think I’ll Ever Get Over You	864d7069-57dc-45f6-b408-875b35106dd3	Colin Hay	AU	Transcendental Highway	2000s	[acoustic, australian, rock]
b351955e-83f8-4236-98b7-9912761ef2e4	Killamangiro	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	HQ Sessions Second Wave	2000s	[indie rock, garage rock revival, post-punk revival]
c9b89088-01cd-4d98-a1f4-3e4a00519320	Seaside	f82f3a3e-29c2-42ca-b589-bc5dc210fa9e	The Kooks	GB	Inside In/Inside Out	2000s	[britpop, indie pop, indie]
a0ab9c5c-2885-4610-9661-95591404b1fd	The 32nd of December	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	Down in Albion	2000s	[indie rock, garage rock revival, post-punk revival]
ae27255c-14c6-425e-9bc6-a1372704790d	Always Love	b9a2a9a6-7a40-48a6-bcb1-8eff5b89ad5b	Nada Surf	US	2005-05-21: Higher Ground, VT, USA		[alternative rock, indie rock, american]
7489cc34-25de-4fc9-b3da-38e69eeeefe0	Pipe Down	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	2005.03.01: 333, London		[indie rock, garage rock revival, post-punk revival]
6bf8dd88-a0fa-4d19-9bc5-ee0b765e22c1	Another Lonely Day	1582a5b8-538e-45e7-9ae4-4099439a0e79	Ben Harper		Fight for Your Mind		[rock, folk rock, pop]
61f5584f-4052-4149-a4b5-07d6404cd871	La Belle et la Bête	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	Down in Albion	2000s	[indie rock, garage rock revival, post-punk revival]
4e1192bb-b2ad-459d-a0f7-c648c18d3695	Back From the Dead	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	Down in Albion	2000s	[indie rock, garage rock revival, post-punk revival]
b3e1f079-bc12-430a-af79-db659db2fcd8	Eve, the Apple of My Eye	3660a894-2cf6-4f6b-b995-c967da3c78c9	Bell X1	IE	Music in Mouth	2000s	[indie, irish]
dc4e82f0-0299-450c-b9d3-b45126086b84	Außer dir	b9b1efa6-8e01-4726-a9d5-0f96f5fd23d9	Judith Holofernes	DE	Kamikazefliege	1990s	[]
b58da454-99af-40d5-8c3f-141eea03df92	Music When the Lights Go Out	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, garage rock revival, indie rock]
6ae770aa-c87b-4e88-8713-6d8903940e24	Sticks & Stones	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	HQ Sessions Second Wave	2000s	[indie rock, garage rock revival, post-punk revival]
ed33e6d4-d416-481b-a7f7-f65effab6598	8 Dead Boys	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	Down in Albion	2000s	[indie rock, garage rock revival, post-punk revival]
3a10bb3d-5e96-402e-a5ca-b3ee202c5a9d	The Saga	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, garage rock revival, indie rock]
1d0778cb-7c0a-4ee1-bda1-ac5a2609a0b6	Tomblands	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, garage rock revival, indie rock]
c257113a-c792-4f8d-b18f-2bf1fe8f863f	Hide and Seek	328d146c-79f1-4eb6-9e40-8ee5710c14e5	Imogen Heap	GB	Hide and Seek	2000s	[alternative and punk, downtempo, electronic]
5abe6ada-a404-4371-a787-17b38399275e	What a Waster	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	What a Waster	2000s	[garage rock revival, indie rock, alternative]
0c1eb2b0-78f0-4b2a-961e-96a925240245	Fidelity	fbb375f9-48bb-4635-824e-4120273b3ba7	Regina Spektor	US	2005-08-23: Cabaret Voltaire, Edinburgh, UK		[anti-folk, american, art pop]
fc2b5679-9647-46c3-ba71-176f6b08890a	Agua de beber	bd3deba0-d5f7-4c67-b840-36ce967b035b	Sophie Milman	CA	Sophie Milman	2000s	[jazz]
f67d3be4-71c1-4d3f-be21-a9c3e0741492	In Love With a Feeling	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	HQ Sessions Second Wave	2000s	[indie rock, garage rock revival, post-punk revival]
1133b71f-171a-4872-bbee-c0054bfa8332	Apply Some Pressure	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	A Certain Trigger		[brit pop, indie rock, british]
ee39e8ae-e267-448f-a60a-9e0ee358c0a4	Such Great Heights	c3f28da8-662d-4f09-bdc7-3084bf685930	Iron & Wine	US	Such Great Heights	2000s	[alternative rock, country rock, folk]
1e2c0452-6303-4874-8fca-46e37008935b	Waiting on an Angel	1582a5b8-538e-45e7-9ae4-4099439a0e79	Ben Harper		House M.D.: Original Television Soundtrack	2000s	[rock, rock and indie, soul]
b9d9ef41-584d-46c5-a2ec-09a66a66527e	I Can't Give You Anything but Love, Baby	bd3deba0-d5f7-4c67-b840-36ce967b035b	Sophie Milman	CA	Sophie Milman	2000s	[jazz]
a30e93a7-455f-470c-afb2-3bdb785cb6d4	What Became of the Likely Lads	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Album, Volume 5	2000s	[garage rock revival, indie rock, band]
33e6108f-c3c9-47b7-a406-54c63e20f1fe	Last Post on the Bugle	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, garage rock revival, indie rock]
c8986ea9-752d-46d6-b7fe-f71e28c168f2	Arbeit macht frei	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, garage rock revival, indie rock]
715bc984-343b-480b-89cf-e5ea6335318f	Loyalty Song	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	Down in Albion	2000s	[indie rock, garage rock revival, post-punk revival]
1a116383-3c67-4224-bee3-e4ea445493b9	Keine Lieder Über Liebe (acoustic)	448d90cf-3e1f-465e-976d-6b2f3d8b686d	Hansen Band	DE	Kamera	2000s	[german]
2ab38bd9-067f-470d-a294-e85a95db9892	What Katy Did Next	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	Down in Albion	2000s	[indie rock, garage rock revival, post-punk revival]
4152c5db-f363-4d6c-b42a-94a9c25869e4	Crosses	cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8	José González	SE	Crosses EP	2000s	[folk rock, folk, indie]
7dfb9638-53ad-4bb5-8daa-f25b770aec90	Narcissist	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, rock, garage rock revival]
c6105fe9-6521-4c16-9e5f-15e48d9193e2	Wonderwall (acoustic version)	39ab1aed-75e0-4140-bd47-540276886b60	Oasis	GB	Acquiesce		[britpop, british, rock]
92857c80-9dba-4ee4-b8d3-a242419168f4	Road to Ruin	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, garage rock revival, indie rock]
fea6a8b2-3629-4724-907e-8c033bd4ea2f	The Scientist (acoustic)	cc197bad-dc9c-440d-a5b5-d52ba2e14234	Coldplay	GB	Best of You		[british, pop, pop rock]
1acb6e99-17d3-4285-9c97-67a6b90c68e8	The Ha Ha Wall	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, garage rock revival, indie rock]
ebd3516d-162a-4c8e-9158-21a0a0044b57	Campaign of Hate	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, garage rock revival, indie rock]
f044be73-4c1f-41a3-b088-1b3e6f950792	My Darling Clementine	94f6def3-dbfe-403b-bb40-d324c8c13fbb	Peter Doherty	GB	Shaken and Withdrawn	2000s	[alternative, british, classic pop and rock]
558248b0-7d1a-413e-b717-52e137e5e76b	The Boy Looked at Johnny	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket	2000s	[garage rock revival, indie rock, band]
ed7a2902-a614-4b31-a053-f07914e30ebd	Boys in the Band	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket	2000s	[garage rock revival, garage rock revival, indie rock]
3762681b-9da6-4c85-88b5-82cd7d7be617	Cheers Darlin’	2119beb8-6ac5-4f21-82a4-b831c90c0024	Damien Rice	IE	O	2000s	[chanteur, folk, folk rock]
cbaa9769-1b86-47eb-ba21-420731af6ab8	Someone Like You	a41ac10f-0a56-4672-9161-b83f9b223559	Van Morrison		Edel & Starck	2000s	[blue-eyed soul, folk rock, folk]
8eb586ab-c6a8-4b12-988e-240be7d5038b	Begging	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket	2000s	[garage rock revival, indie rock, band]
1224f24e-ed2b-48cc-9241-42906a1fb602	My Heart Belongs to Daddy	bd3deba0-d5f7-4c67-b840-36ce967b035b	Sophie Milman	CA	Sophie Milman	2000s	[jazz]
3236be90-b56b-4d7a-99c3-ced3f62a101e	Going Missing	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	A Certain Trigger	2000s	[brit pop, indie rock, british]
ecfcdb9c-7000-46bc-8b8a-77ccfd887d78	The Only Living Boy in New York	5d02f264-e225-41ff-83f7-d9b1f0b1874a	Simon & Garfunkel	US	Bridge Over Troubled Water	1970s	[folk, folk pop, folk rock]
dc81a9be-56b1-462b-a314-36672784fe94	Pentonville	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	Down in Albion	2000s	[indie rock, garage rock revival, post-punk revival]
a2c10d1a-4eed-4309-927d-c5656e314321	I Feel Pretty	bd3deba0-d5f7-4c67-b840-36ce967b035b	Sophie Milman	CA	Sophie Milman	2000s	[jazz]
fb6cbaac-6d50-4fcb-b476-57f1caeeb2ed	She Moves in Her Own Way	f82f3a3e-29c2-42ca-b589-bc5dc210fa9e	The Kooks	GB	Inside In/Inside Out	2000s	[britpop, indie pop, indie rock]
3fed8ca5-a81b-407d-b52c-ad43d08b2c8d	Colorblind	a0327dc2-dc76-44d5-aec6-47cd2dff1469	Counting Crows	US	This Desert Life	1990s	[adult alternative pop/rock, alternative rock, general alternative rock]
bfd0b8bd-5569-478b-adb2-2571280c2229	Signal and Sign	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	A Certain Trigger	2000s	[indie rock, british, rock and indie]
de7e824e-2a71-409e-b85a-f56645dbbaaa	Merry Go Round	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	Down in Albion	2000s	[indie rock, garage rock revival, post-punk revival]
5dc515d8-3ea3-464b-9ec0-c7674b07f063	The Enemy	648615ca-ca74-460d-928a-2bae67ae6d14	Dirty Pretty Things	GB	Waterloo to Anywhere		[rock and indie]
e96a88f3-13b3-4fec-a357-34fb18274007	Shoreline	3eb72791-6322-466b-87d3-24d74901eb2d	Anna Ternheim	SE	Somebody Outside	2000s	[acoustic, pop, singer-songwriter]
aa4dd4a5-b0b5-41b1-abd0-c16d1673c108	Up the Morning	8e1e03fe-ebbc-467a-b541-857144db10fb	Babyshambles	GB	Down in Albion	2000s	[indie rock, garage rock revival, post-punk revival]
ca7bf6af-0a50-4597-9037-3df39de2529a	Both Sides Now	a6de8ef9-b1a1-4756-97aa-481bbb8a4069	Joni Mitchell	CA	Miles of Aisles		[rock pop, pop, contemporary folk]
aa2024ba-a5c1-4691-974b-809d79833af7	By My Side	1582a5b8-538e-45e7-9ae4-4099439a0e79	Ben Harper		Fight for Your Mind		[blues, folk rock, rock]
27b965a1-0861-4b6a-94c2-13008859177b	The Man Who Would Be King	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[alternative, punk revival, garage rock revival]
f5626dd0-0207-45cb-9ad5-e38ca91f4767	Bang Bang You’re Dead	648615ca-ca74-460d-928a-2bae67ae6d14	Dirty Pretty Things	GB	Festival Anthems		[indie, pop, rock and indie]
9a7a99c9-cda6-4424-a304-edc05451d5ce	Horrorshow	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket	2000s	[garage rock revival, indie rock, band]
767bf6e1-d5ec-41bb-b721-20b601d4e3db	Guilty	bd3deba0-d5f7-4c67-b840-36ce967b035b	Sophie Milman	CA	Sophie Milman	2000s	[jazz]
c9f6ee14-1566-49b1-bd4b-9364313e5b7d	Your Body Is a Wonderland	144ef525-85e9-40c3-8335-02c32d0861f3	John Mayer	US	Room for Squares	2000s	[rock, acoustic rock, pop rock]
145c81dc-52e9-4a73-9e36-dc77cdf06c30	The Coast Is Always Changing	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	The Coast Is Always Changing	2000s	[indie rock, british, rock and indie]
a15ef930-44eb-48d2-9368-257b3b6acb4d	Don’t Be Shy	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	The Libertines	2000s	[punk revival, garage rock revival, indie rock]
2cbca6ef-6f62-47d9-b2eb-1fdcb76e5790	Vertigo	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket	2000s	[alternative, garage rock revival, indie rock]
f05a995c-9cdd-404f-91f8-0658044be619	When the Sun Goes Down	ada7a83c-e3e1-40f1-93f9-3e73dbc9298a	Arctic Monkeys	GB	When the Sun Goes Down	2000s	[alternative, indie rock, alternative pop/rock]
a93cf964-91d0-4053-a908-a7eeddae4d30	Blood Thirsty Bastards	648615ca-ca74-460d-928a-2bae67ae6d14	Dirty Pretty Things	GB	Waterloo to Anywhere		[rock and indie]
5aa154c3-8938-4311-b39c-879201b86864	Flames	79e98efd-4515-412a-af83-df381f5badd6	VAST		Visual Audio Sensory Theater	1990s	[alternative rock, american, américain]
8c5ebbdb-e78f-43c3-b33d-6eaa149c4867	Tell the King	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket	2000s	[garage rock revival, indie rock, band]
f2bac73d-2ab8-41b9-a811-cad5c3deabbb	Time for Heroes	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket	2000s	[garage rock revival, indie rock, garage rock revival]
02a38ede-bc4e-4ced-aa2b-45bb5401aa64	Gabriel	0d4bc6e5-2a3e-4fdf-8bbf-59ad0bc374d7	Lamb	GB	Café del Mar, Volume Eight	2000s	[ambient, electronic, electronica dance]
8cddcbd9-b2d5-4a97-95e1-d072a7b48413	Graffiti	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	A Certain Trigger	2000s	[indie rock, british, rock and indie]
9135ce5a-8ad0-4748-b62f-4fff581605f3	Gin & Milk	648615ca-ca74-460d-928a-2bae67ae6d14	Dirty Pretty Things	GB	Waterloo to Anywhere		[rock and indie]
857eb012-b16e-42ab-8e9b-f6c47e4228af	Don't look back into the sun	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Festival Indyespensable 2004		[indie rock, garage rock revival, indie rock]
ac5f2356-58c0-4180-86ac-1d9b5a6b9490	Volle Distanz	315fa94f-3bb5-43db-a28e-406a83e9805c	Kettcar	DE	Du und wieviel von deinen Freunden	2000s	[german, hamburg, indie rock]
b98ecf78-fd30-4c8e-aabd-a66dee68ad97	Hope There’s Someone	90cc2464-234e-4da0-b39b-576f36e633bc	Antony and the Johnsons	GB	Hope There's Someone	2000s	[indie, england, uk]
20919a48-4ad5-409c-b639-8db7ca9f9e7a	Fix You	cc197bad-dc9c-440d-a5b5-d52ba2e14234	Coldplay	GB	X&Y	2000s	[rock, alternative and punk, brit pop]
fad65bd4-ac37-4644-8ca5-e5440973fa3b	Das Beste	34d42823-6b56-4861-a675-1565bf40d557	Silbermond		Laut gedacht	2000s	[pop rock, german, pop rock]
fc12d4a4-5585-45ab-a019-97cd08b05e4c	Death on the Stairs	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket	2000s	[garage rock revival, indie rock, band]
11319d73-ba05-4f21-bc90-43ba4455f331	Change	1129817c-488a-4096-80c1-77fc1b107c93	Tracy Chapman	US	Where You Live	2000s	[contemporary folk, blues rock, american]
644c2275-39e8-4deb-b6db-455a128d7196	Breathing	04591295-6d94-45cb-b6c7-1ae17c6f380e	Lifehouse	US	No Name Face		[alternative rock, rock, adult alternative pop/rock]
aee2ba1c-b6b0-4228-87b2-793b9097f81b	Car (acoustic)	9311e2bc-bb3f-44cf-90d8-b1fe6912b60b	Brand New	US	The Quiet Things That No One Ever Knows		[emo]
a38c28ee-4430-4429-b3e7-e7920895b2d2	Come Away With Me	985c709c-7771-4de3-9024-7bda29ebe3f9	Norah Jones	US	Come Away With Me	2000s	[contemporary jazz, jazz, blues]
4187ddb6-f415-4688-b6f5-4e3f47f05299	Einer	315fa94f-3bb5-43db-a28e-406a83e9805c	Kettcar	DE	Von Spatzen und Tauben, Dächern und Händen	2000s	[german, hamburg, indie rock]
ab335d3b-bac6-40bc-8f84-5b08274446cf	I Want You to Stay	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	A Certain Trigger	2000s	[indie rock, british, rock and indie]
24c663b5-372c-40bf-9f03-3f7ca98e495e	Stockhausen, Bill Gates und ich	315fa94f-3bb5-43db-a28e-406a83e9805c	Kettcar	DE	Von Spatzen und Tauben, Dächern und Händen	2000s	[german, hamburg, indie rock]
6a1216b8-afe3-439b-8bc6-78ec85122f1b	Emily	150e799b-3244-45d9-a6cb-5a3e8c33d430	Adam Green	US	Gemstones	2000s	[alternative folk, rock, rock and indie]
2ca0c5ad-dfe3-4ab5-84df-7b6b667f5f03	Tränengas im High‐End‐Leben	315fa94f-3bb5-43db-a28e-406a83e9805c	Kettcar	DE	Von Spatzen und Tauben, Dächern und Händen	2000s	[german, hamburg, indie rock]
251fcee0-42b4-4a0f-b1d9-24a98a3d2a36	La Vie en rose	bd3deba0-d5f7-4c67-b840-36ce967b035b	Sophie Milman	CA	Sophie Milman	2000s	[jazz]
a2fc8349-3f4e-4837-82aa-c5681427126e	12:51	f181961b-20f7-459e-89de-920ef03c7ed0	The Strokes	US	Room on Fire	2000s	[indie rock, alternative and punk, alternative punk]
5aef800b-c221-4e90-bf95-2e974c450ad5	Henrietta	f4ad883e-9a92-45ed-a540-a49c2d1c36dd	The Fratellis	GB	2006-04-10: NapsterLive	2000s	[rock, british, indie rock]
3d19ebb2-4c27-40c0-8aec-d76accd8db7e	Die Wahrheit ist, man hat uns nichts getan	315fa94f-3bb5-43db-a28e-406a83e9805c	Kettcar	DE	Von Spatzen und Tauben, Dächern und Händen	2000s	[german, hamburg, indie rock]
069ef17f-100c-4f8a-a698-d5f1959212db	Anders als gedacht	315fa94f-3bb5-43db-a28e-406a83e9805c	Kettcar	DE	2004-09-17: JZ Kamp, Bielefeld, Germany		[german, hamburg, indie rock]
7b63999f-0a4d-4b23-bdf9-57667a604b10	Up the Bracket	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket		[garage rock revival, indie rock, band]
751af075-be76-46aa-a21f-200d9541651b	Hear You Me	bbc5b66b-d037-4f26-aecf-0b129e7f876a	Jimmy Eat World	US	Firestarter EP		[alternative rock, alternative & punk, alternative punk]
c9ba3295-bc18-454e-b6a6-bc3e2e2d243b	She's Only Happy in the Sun	1582a5b8-538e-45e7-9ae4-4099439a0e79	Ben Harper		Diamonds on the Inside		[blues-rock, pop, rock]
2c86180c-f106-401e-a219-91d3198d8b86	You Fucking Love It	648615ca-ca74-460d-928a-2bae67ae6d14	Dirty Pretty Things	GB	NME and MTV2 Present: Best New Bands Showcase 2006	2000s	[rock and indie]
147ad117-4415-4e22-8da3-97dec1a14b19	Turn Me On	985c709c-7771-4de3-9024-7bda29ebe3f9	Norah Jones	US	Come Away With Me	2000s	[contemporary jazz, jazz, blues]
2b85d387-7c21-45e4-be13-fb1a512e6362	Limassol	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	A Certain Trigger	2000s	[indie rock, british, rock and indie]
da1308d1-6037-4ba1-b6fc-a643a4201140	Hallelujah	e6e879c0-3d56-4f12-b3c5-3ce459661a8e	Jeff Buckley	US	Grace	1990s	[alternative, alternative pop singer-songwriter, alternative rock]
d836830d-fb62-41b1-bc2a-fc899d1c99cc	New Slang	6c8b9855-ba8b-48f9-ac1d-42167f7f7b18	The Shins	US	New Slang	2000s	[alternative and punk, soundtrack, folk]
4a7e708f-aa3f-4cd8-90fb-d6c3d397b0cc	Volcano	2119beb8-6ac5-4f21-82a4-b831c90c0024	Damien Rice	IE	O	2000s	[folk, chanteur, irlandais]
fcac08d6-58e2-4d09-8cf5-1e5fda1d0818	Comptine D'un Autre été	12d432a3-feb0-49b1-a107-d20751880764	Yann Tiersen	FR	Pure Music 6	2000s	[accordionist, france, french]
a39af727-e448-4555-9733-a6a627abb67f	Handyfeuerzeug gratis dazu	315fa94f-3bb5-43db-a28e-406a83e9805c	Kettcar	DE	2005-03: Fritz Radiokonzert		[german, hamburg, indie rock]
cdc45ec3-3255-49b9-ba03-f33a32566497	The Blower's Daughter	2119beb8-6ac5-4f21-82a4-b831c90c0024	Damien Rice	IE	O		[chanteur, folk, irlandais]
04246cb0-62ff-47c9-b517-584405f4d085	Fair	848a122b-9dcc-4ff7-91b8-e4f37b8f1147	Remy Zero	US	Villa Elaine	1990s	[soundtrack]
1cd5b763-611d-4d3b-9c46-07a0485bd310	Curtain Call	94f6def3-dbfe-403b-bb40-d324c8c13fbb	Peter Doherty	GB	Shaken and Withdrawn	2000s	[alternative, british, classic pop and rock]
39396160-132d-4ef4-b4f8-6a0a62e4d8a5	Blue in the Face	69421e11-e4c3-4854-951b-ceab4972e38e	Alkaline Trio	US	Good Mourning	2000s	[alternative and punk, punk, alternative rock]
069de52c-40d9-440f-bdee-1ada773fe501	Deadwood	648615ca-ca74-460d-928a-2bae67ae6d14	Dirty Pretty Things	GB	Waterloo to Anywhere		[rock and indie]
d65da140-7aa9-4de8-b0b3-d918cf34ce03	Postcard of a Painting	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	A Certain Trigger	2000s	[indie rock, british, rock and indie]
ca603f45-2f86-4867-ab14-e41faef78f3d	Mayday	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	What a Waster	2000s	[garage rock revival, indie rock, band]
ce73bc05-b026-4a1e-8217-4807ab5afbe2	Die Ausfahrt zum Haus deiner Eltern	315fa94f-3bb5-43db-a28e-406a83e9805c	Kettcar	DE	Von Spatzen und Tauben, Dächern und Händen	2000s	[german, hamburg, indie rock]
067265e0-200c-428a-9cbe-2210951b7724	Fake Tales of San Francisco	ada7a83c-e3e1-40f1-93f9-3e73dbc9298a	Arctic Monkeys	GB	Five Minutes With Arctic Monkeys	2000s	[indie rock, alternative pop/rock, alternative punk]
f9c7f192-dda8-4d3a-a66c-78f7498ad8ed	A Certain Romance	ada7a83c-e3e1-40f1-93f9-3e73dbc9298a	Arctic Monkeys	GB	Beneath the Boardwalk		[post new wave, indie rock, british]
9aa9edb6-822f-4437-b60a-5b34fa7d5f9c	Eddie’s Gun	f82f3a3e-29c2-42ca-b589-bc5dc210fa9e	The Kooks	GB	Eddie's Gun	2000s	[britpop, indie rock, indie pop]
7a435d54-4a56-4f7c-9d75-c7715da98d99	East of Eden	94f6def3-dbfe-403b-bb40-d324c8c13fbb	Peter Doherty	GB	Acousticlullaby (Skag & Bone mix)	2000s	[alternative, british, classic pop and rock]
a1fa0432-22be-4ce4-b5fa-a3f0a46cff68	Everyday I Love You Less and Less	90218af4-4d58-4821-8d41-2ee295ebbe21	Kaiser Chiefs	GB	2005-04-04: Limelight, Belfast, UK		[britpop, british, indie rock]
54b0838a-71e5-4115-b668-3f9bdabc0cd5	The Night I Lost My Head	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	The Coast Is Always Changing	2000s	[indie rock, british, rock and indie]
dd3838a4-7411-439c-8edb-27f0a52eb52c	Sad Song (acoustic)	39ab1aed-75e0-4140-bd47-540276886b60	Oasis	GB	Definitive Too		[britpop, british, rock]
73f09343-9204-4d4c-8b00-786fa13c4417	In Every Sunflower	3660a894-2cf6-4f6b-b995-c967da3c78c9	Bell X1	IE	HMV Playlist SDR16A	2000s	[indie, irish]
b50318df-f7ce-4a30-9612-d990757ee58c	Nightswimming	ea4dfa26-f633-4da6-a52a-f49ea4897b58	R.E.M.	US	Sampler	1990s	[alternative rock, rock, adult alternative pop/rock]
76f9c469-9ea2-489c-97f5-ef3bdf492495	Radio America	82b304c0-7da4-45d3-896a-0767c7ae1141	The Libertines	GB	Up the Bracket	2000s	[garage rock revival, indie rock, band]
8f035dba-703c-4ed5-89fa-7b23f283d6fe	The Gentry Cove	648615ca-ca74-460d-928a-2bae67ae6d14	Dirty Pretty Things	GB	Waterloo to Anywhere		[rock and indie]
764ff999-2e37-4ba4-8609-ef864aab9088	Kiss You Better	92e634a7-6023-4be8-be15-ebba822f5b34	Maxïmo Park	GB	A Certain Trigger	2000s	[indie rock, british, rock and indie]
433459ba-0d7c-4018-9ba9-dba6b7f5433d	Deiche	315fa94f-3bb5-43db-a28e-406a83e9805c	Kettcar	DE	Von Spatzen und Tauben, Dächern und Händen	2000s	[rock, german, hamburg]
